rank,intersection_id,street_names,neighbourhood,onstreet_supply_250m,onstreet_peak_occupancy_250m,offstreet_spaces_400m,pay_stations_250m,accessible_parking_250m,parking_access_score,metric,value,source,methodology_note
335,CNV-INT-0459,FELL AVE / W 21ST ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
336,CNV-INT-0458,HAMILTON AVE / W 20TH ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
337,CNV-INT-0457,NEILSON AVE / W 20TH ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
338,CNV-INT-0456,FELL AVE / W 20TH ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
339,CNV-INT-0455,NEILSON AVE / W 19TH ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
340,CNV-INT-0454,HAMILTON AVE / W 19TH ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
341,CNV-INT-0453,MACKAY AVE / W 19TH ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
342,CNV-INT-0452,LARSON RD / W 21ST ST,Mahon,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
343,CNV-INT-0001,BROOKSBANK AVE / COTTON RD,Moodyville,0.0,,0.0,0,3,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
344,CNV-INT-0252,E 26TH ST / ST. GEORGES AVE,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
345,CNV-INT-0343,MISSION RD / W 4TH ST,Squamish Nation (Mission IR 1),0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
346,CNV-INT-0095,E 8TH ST / MOODY AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
347,CNV-INT-0116,E 12TH ST / MOODY AVE,Grand Boulevard,0.0,,0.0,0,2,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
348,CNV-INT-0115,E 12TH ST / W GRAND BLVD,Grand Boulevard,0.0,,0.0,0,2,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
349,CNV-INT-0113,E 11TH ST / MOODY AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
350,CNV-INT-0112,E 11TH ST / W GRAND BLVD,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
351,CNV-INT-0111,E 10TH ST / MOODY AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
352,CNV-INT-0110,E 10TH ST / W GRAND BLVD,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
353,CNV-INT-0097,E 9TH ST / MOODY AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
354,CNV-INT-0094,E 8TH ST / W GRAND BLVD,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
355,CNV-INT-0126,E 14TH ST / RUFUS AVE,,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
356,CNV-INT-0093,LYON PL / MOODY AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
357,CNV-INT-0092,LYON PL / RIDGEWAY AVE,Central Lonsdale,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
358,CNV-INT-0090,E KEITH RD / RIDGEWAY AVE,Central Lonsdale,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
359,CNV-INT-0064,E 11TH ST / E GRAND BLVD,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
360,CNV-INT-0063,E 10TH ST / E GRAND BLVD,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
361,CNV-INT-0062,E 9TH ST / W GRAND BLVD,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
362,CNV-INT-0061,E 9TH ST / E GRAND BLVD,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
363,CNV-INT-0125,E 14TH ST / WILLIAM AVE,,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
364,CNV-INT-0127,E 14TH ST / SUTHERLAND AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
365,CNV-INT-0059,E 8TH ST / E GRAND BLVD,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
366,CNV-INT-0137,E 15TH ST / W GRAND BLVD,Grand Boulevard,0.0,,0.0,0,2,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
367,CNV-INT-0144,UPPER LEVELS HWY / UPPER LEVELS RAMP,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
368,CNV-INT-0143,E 17TH ST / WILLIAM AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
369,CNV-INT-0142,E 17TH ST / RUFUS AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
370,CNV-INT-0141,E 16TH ST / WILLIAM AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
371,CNV-INT-0140,E 16TH ST / RUFUS AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
372,CNV-INT-0139,E 16TH ST / E GRAND BLVD,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
373,CNV-INT-0138,E 16TH ST / SUTHERLAND AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
374,CNV-INT-0136,E 15TH ST / E GRAND BLVD,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
375,CNV-INT-0128,E 15TH ST / RUFUS AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
376,CNV-INT-0135,E 15TH ST / SUTHERLAND AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
377,CNV-INT-0134,E 14TH ST / SUTHERLAND AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
378,CNV-INT-0133,E 14TH ST / E GRAND BLVD,Grand Boulevard,0.0,,0.0,0,2,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
379,CNV-INT-0132,E 13TH ST / W GRAND BLVD,Grand Boulevard,0.0,,0.0,0,2,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
380,CNV-INT-0131,E 13TH ST / E GRAND BLVD,Grand Boulevard,0.0,,0.0,0,2,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
381,CNV-INT-0130,E 12TH ST / E GRAND BLVD,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
382,CNV-INT-0129,E 15TH ST / WILLIAM AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
383,CNV-INT-0060,E 9TH ST / SUTHERLAND AVE,,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
384,CNV-INT-0058,E 8TH ST / SUTHERLAND AVE,,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
385,CNV-INT-0146,E 17TH ST / E GRAND BLVD,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
386,CNV-INT-0011,E 3RD ST / KENNARD AVE,Moodyville,0.0,,0.0,0,1,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
387,CNV-INT-0018,E 4TH ST / HEYWOOD ST,Moodyville,0.0,,0.0,0,1,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
388,CNV-INT-0017,E 4TH ST / KENNARD AVE,Moodyville,0.0,,0.0,0,1,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
389,CNV-INT-0016,BROOKSBANK AVE / E 4TH ST,Moodyville,0.0,,0.0,0,3,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
390,CNV-INT-0015,E 4TH ST / GLADSTONE AVE,Moodyville,0.0,,0.0,0,1,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
391,CNV-INT-0014,HEYWOOD ST,Moodyville,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
392,CNV-INT-0013,E 3RD ST / HEYWOOD ST,Moodyville,0.0,,0.0,0,1,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
393,CNV-INT-0012,E 3RD ST / HEYWOOD ST,Moodyville,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
394,CNV-INT-0010,E 3RD ST,Moodyville,0.0,,0.0,0,1,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
395,CNV-INT-0021,HENDRY AVE / SHAVINGTON ST,Moodyville,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
396,CNV-INT-0009,COTTON RD / E 3RD ST,Moodyville,0.0,,0.0,0,1,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
397,CNV-INT-0008,COTTON RD / E 3RD ST / LOW LEVEL RD,Moodyville,0.0,,0.0,0,1,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
398,CNV-INT-0007,COTTON RD / E 3RD ST / LOW LEVEL RD,Moodyville,0.0,,0.0,0,1,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
399,CNV-INT-0006,LOW LEVEL RD,Moodyville,0.0,,0.0,0,1,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
400,CNV-INT-0005,COTTON RD,Moodyville,0.0,,0.0,0,1,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
401,CNV-INT-0004,BROOKSBANK AVE / E 3RD ST,Moodyville,0.0,,0.0,0,3,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
402,CNV-INT-0003,COTTON RD / GLADSTONE AVE,Moodyville,0.0,,0.0,0,1,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
403,CNV-INT-0019,E 4TH ST / HENDRY AVE,Moodyville,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
404,CNV-INT-0036,E 7TH ST / SUTHERLAND AVE,Moodyville,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
405,CNV-INT-0057,E GRAND BLVD / E KEITH RD,Moodyville,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
406,CNV-INT-0046,ADDERLEY ST / E KEITH RD,,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
407,CNV-INT-0056,E KEITH RD / QUEENSBURY AVE,Moodyville,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
408,CNV-INT-0055,E KEITH RD / RIDGEWAY AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
409,CNV-INT-0054,E KEITH RD / W GRAND BLVD,Moodyville,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
410,CNV-INT-0053,E KEITH RD / MOODY AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
411,CNV-INT-0052,E 7TH ST / RIDGEWAY AVE,Moodyville,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
412,CNV-INT-0051,E 7TH ST / QUEENSBURY AVE,Moodyville,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
413,CNV-INT-0050,E 7TH ST / MOODY AVE,Moodyville,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
414,CNV-INT-0045,CLOVERLEY ST / E KEITH RD,,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
415,CNV-INT-0037,BROOKSBANK AVE / E 5TH ST,Moodyville,0.0,,0.0,0,3,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
416,CNV-INT-0044,ADDERLEY ST / E 7TH ST / HENDRY AVE,Moodyville,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
417,CNV-INT-0043,CLOVERLEY ST / KENNARD AVE,Moodyville,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
418,CNV-INT-0042,E KEITH RD / HEYWOOD ST,,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
419,CNV-INT-0041,E 6TH ST / HENDRY AVE,Moodyville,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
420,CNV-INT-0040,CLOVERLEY ST / HENDRY AVE,Moodyville,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
421,CNV-INT-0039,KENNARD AVE / SHAVINGTON ST,Moodyville,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
422,CNV-INT-0038,E 5TH ST / HENDRY AVE,Moodyville,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
423,CNV-INT-0145,E 17TH ST / SUTHERLAND AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
424,CNV-INT-0147,E 16TH ST / W GRAND BLVD,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
425,CNV-INT-0341,MISSION RD / W 3RD ST,Squamish Nation (Mission IR 1),0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
426,CNV-INT-0251,E 26TH ST / ST. GEORGES AVE,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
427,CNV-INT-0314,FELL AVE / HARBOURSIDE PL,Marine-Hamilton,0.0,,0.0,0,1,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
428,CNV-INT-0257,E 28TH ST / ST. GEORGES AVE,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
429,CNV-INT-0256,E 27TH ST / EASTERN AVE,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
430,CNV-INT-0255,E 28TH ST / ST. ANDREWS AVE,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
431,CNV-INT-0254,E 27TH ST / ST. GEORGES AVE,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
432,CNV-INT-0253,E 26TH ST / LONSDALE AVE,Central Lonsdale,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
433,CNV-INT-0002,LOW LEVEL RD,Moodyville,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
434,CNV-INT-0247,E 28TH ST / ST. ANDREWS AVE,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
435,CNV-INT-0316,HARBOURSIDE DR / HARBOURSIDE PL,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
436,CNV-INT-0246,E 27TH ST / ST. ANDREWS AVE,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
437,CNV-INT-0245,E 26TH ST / ST. ANDREWS AVE,Tempe,0.0,,0.0,0,1,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
438,CNV-INT-0243,MUNDAY PL / TEMPE GLEN DR,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
439,CNV-INT-0242,TEMPE GLEN DR / TEMPE KNOLL DR,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
440,CNV-INT-0241,MUNDAY PL / TEMPE GLEN DR,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
441,CNV-INT-0240,26TH CRES / TEMPE KNOLL DR,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
442,CNV-INT-0239,WEYMOUTH DR / WILDING WAY,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
443,CNV-INT-0315,FELL AVE / HARBOUR WAY,Marine-Hamilton,0.0,,0.0,0,1,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
444,CNV-INT-0317,HARBOUR WAY / HARBOURSIDE DR,Marine-Hamilton,0.0,,0.0,0,1,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
445,CNV-INT-0237,E 27TH ST / TEMPE CRES,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
446,CNV-INT-0329,AUTOMALL DR,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
447,CNV-INT-0340,DELBRUCK AVE / W 1ST ST,Squamish Nation (Mission IR 1),0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
448,CNV-INT-0339,MISSION RD / W 2ND ST,Squamish Nation (Mission IR 1),0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
449,CNV-INT-0338,DELBRUCK AVE / W ESPLANADE,Squamish Nation (Mission IR 1),0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
450,CNV-INT-0335,FORBES AVE / W 4TH ST,Squamish Nation (Mission IR 1),0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
